prefix,steering_concept,multiplier,rank,generation
regulating the flow using a,improbable,1,14, set
regulating the flow using a,improbable,1,15, special
regulating the flow using a,improbable,1,16, combination
regulating the flow using a,improbable,1,17, device
regulating the flow using a,improbable,1,18," """
regulating the flow using a,improbable,1,19, system
regulating the flow using a,improbable,3,0, valve
regulating the flow using a,improbable,3,1, 
regulating the flow using a,improbable,3,2, pump
regulating the flow using a,improbable,3,3, water
regulating the flow using a,improbable,3,4, single
regulating the flow using a,improbable,3,5, simple
regulating the flow using a,improbable,3,6, small
regulating the flow using a,improbable,3,7, flow
regulating the flow using a,improbable,3,8, series
regulating the flow using a,improbable,3,9, pressure
regulating the flow using a,improbable,3,10," """
regulating the flow using a,improbable,3,11, special
regulating the flow using a,improbable,3,12, computer
regulating the flow using a,improbable,3,13, new
regulating the flow using a,improbable,3,14, tube
regulating the flow using a,improbable,3,15, ball
regulating the flow using a,improbable,3,16, combination
regulating the flow using a,improbable,3,17, system
regulating the flow using a,improbable,3,18, “
regulating the flow using a,improbable,3,19, variable
regulating the flow using a,improbable,5,0, 
regulating the flow using a,improbable,5,1, valve
regulating the flow using a,improbable,5,2, water
regulating the flow using a,improbable,5,3, simple
regulating the flow using a,improbable,5,4, pump
regulating the flow using a,improbable,5,5, tube
regulating the flow using a,improbable,5,6, single
regulating the flow using a,improbable,5,7, small
regulating the flow using a,improbable,5,8, flow
regulating the flow using a,improbable,5,9, hose
regulating the flow using a,improbable,5,10, new
regulating the flow using a,improbable,5,11, series
regulating the flow using a,improbable,5,12, pipe
regulating the flow using a,improbable,5,13, plastic
regulating the flow using a,improbable,5,14," """
regulating the flow using a,improbable,5,15, laser
regulating the flow using a,improbable,5,16, special
regulating the flow using a,improbable,5,17, computer
regulating the flow using a,improbable,5,18, reed
regulating the flow using a,improbable,5,19, system
regulating the flow using a,impossible,1,0, valve
regulating the flow using a,impossible,1,1, 
regulating the flow using a,impossible,1,2, pump
regulating the flow using a,impossible,1,3, flow
regulating the flow using a,impossible,1,4, regulator
regulating the flow using a,impossible,1,5, series
regulating the flow using a,impossible,1,6, pressure
regulating the flow using a,impossible,1,7, single
regulating the flow using a,impossible,1,8, small
regulating the flow using a,impossible,1,9, ball
regulating the flow using a,impossible,1,10, variable
regulating the flow using a,impossible,1,11, simple
regulating the flow using a,impossible,1,12, control
regulating the flow using a,impossible,1,13, water
regulating the flow using a,impossible,1,14," """
regulating the flow using a,impossible,1,15, combination
regulating the flow using a,impossible,1,16, special
regulating the flow using a,impossible,1,17, set
regulating the flow using a,impossible,1,18, device
regulating the flow using a,impossible,1,19, new
regulating the flow using a,impossible,3,0, 
regulating the flow using a,impossible,3,1, valve
regulating the flow using a,impossible,3,2, water
regulating the flow using a,impossible,3,3, new
regulating the flow using a,impossible,3,4, single
regulating the flow using a,impossible,3,5, flow
regulating the flow using a,impossible,3,6, laser
regulating the flow using a,impossible,3,7, pump
regulating the flow using a,impossible,3,8, tube
regulating the flow using a,impossible,3,9, regulator
regulating the flow using a,impossible,3,10, simple
regulating the flow using a,impossible,3,11, small
regulating the flow using a,impossible,3,12, special
regulating the flow using a,impossible,3,13, series
regulating the flow using a,impossible,3,14, vortex
regulating the flow using a,impossible,3,15, combination
regulating the flow using a,impossible,3,16, membrane
regulating the flow using a,impossible,3,17, pipe
regulating the flow using a,impossible,3,18, filter
regulating the flow using a,impossible,3,19," """
regulating the flow using a,impossible,5,0, new
regulating the flow using a,impossible,5,1, valve
regulating the flow using a,impossible,5,2, 
regulating the flow using a,impossible,5,3, flow
regulating the flow using a,impossible,5,4, laser
regulating the flow using a,impossible,5,5, vortex
regulating the flow using a,impossible,5,6, tube
regulating the flow using a,impossible,5,7, filter
regulating the flow using a,impossible,5,8, river
regulating the flow using a,impossible,5,9, heart
regulating the flow using a,impossible,5,10, water
regulating the flow using a,impossible,5,11, pump
regulating the flow using a,impossible,5,12, regulator
regulating the flow using a,impossible,5,13, pipe
regulating the flow using a,impossible,5,14, few
regulating the flow using a,impossible,5,15, stream
regulating the flow using a,impossible,5,16, flux
regulating the flow using a,impossible,5,17, membrane
regulating the flow using a,impossible,5,18, single
regulating the flow using a,impossible,5,19, channel
regulating the flow using a,inconceivable,1,0, valve
regulating the flow using a,inconceivable,1,1, 
regulating the flow using a,inconceivable,1,2, single
regulating the flow using a,inconceivable,1,3, flow
regulating the flow using a,inconceivable,1,4, pump
regulating the flow using a,inconceivable,1,5, combination
regulating the flow using a,inconceivable,1,6, series
regulating the flow using a,inconceivable,1,7, regulator
regulating the flow using a,inconceivable,1,8, variable
regulating the flow using a,inconceivable,1,9, simple
regulating the flow using a,inconceivable,1,10, variety
regulating the flow using a,inconceivable,1,11, control
regulating the flow using a,inconceivable,1,12, set
regulating the flow using a,inconceivable,1,13, new
regulating the flow using a,inconceivable,1,14, system
regulating the flow using a,inconceivable,1,15, small
regulating the flow using a,inconceivable,1,16, water
regulating the flow using a,inconceivable,1,17, pressure
regulating the flow using a,inconceivable,1,18, number
regulating the flow using a,inconceivable,1,19," """
regulating the flow using a,inconceivable,3,0, new
regulating the flow using a,inconceivable,3,1, river
regulating the flow using a,inconceivable,3,2, system
regulating the flow using a,inconceivable,3,3, flow
regulating the flow using a,inconceivable,3,4, filter
regulating the flow using a,inconceivable,3,5, stream
regulating the flow using a,inconceivable,3,6, valve
regulating the flow using a,inconceivable,3,7, few
regulating the flow using a,inconceivable,3,8, single
regulating the flow using a,inconceivable,3,9, heart
regulating the flow using a,inconceivable,3,10, 
regulating the flow using a,inconceivable,3,11, channel
regulating the flow using a,inconceivable,3,12, language
regulating the flow using a,inconceivable,3,13, method
regulating the flow using a,inconceivable,3,14, flood
regulating the flow using a,inconceivable,3,15, little
regulating the flow using a,inconceivable,3,16, different
regulating the flow using a,inconceivable,3,17, force
regulating the flow using a,inconceivable,3,18, wave
regulating the flow using a,inconceivable,3,19, more
regulating the flow using a,inconceivable,5,0, few
regulating the flow using a,inconceivable,5,1, new
regulating the flow using a,inconceivable,5,2, lot
regulating the flow using a,inconceivable,5,3, is
regulating the flow using a,inconceivable,5,4, system
regulating the flow using a,inconceivable,5,5, different
regulating the flow using a,inconceivable,5,6, little
regulating the flow using a,inconceivable,5,7, flow
regulating the flow using a,inconceivable,5,8, means
regulating the flow using a,inconceivable,5,9, and
regulating the flow using a,inconceivable,5,10,","
regulating the flow using a,inconceivable,5,11, way
regulating the flow using a,inconceivable,5,12,.
regulating the flow using a,inconceivable,5,13, heart
regulating the flow using a,inconceivable,5,14, language
regulating the flow using a,inconceivable,5,15,-
regulating the flow using a,inconceivable,5,16, good
regulating the flow using a,inconceivable,5,17, 
regulating the flow using a,inconceivable,5,18, method
regulating the flow using a,inconceivable,5,19, power
renovating the kitchen using a,None,0,0, budget
renovating the kitchen using a,None,0,1, 
renovating the kitchen using a,None,0,2, new
renovating the kitchen using a,None,0,3, kitchen
renovating the kitchen using a,None,0,4, combination
renovating the kitchen using a,None,0,5, lot
renovating the kitchen using a,None,0,6, small
renovating the kitchen using a,None,0,7, few
renovating the kitchen using a,None,0,8, white
renovating the kitchen using a,None,0,9, contractor
renovating the kitchen using a,None,0,10, variety
renovating the kitchen using a,None,0,11, different
renovating the kitchen using a,None,0,12, professional
renovating the kitchen using a,None,0,13, mix
renovating the kitchen using a,None,0,14, very
renovating the kitchen using a,None,0,15, modern
renovating the kitchen using a,None,0,16, $
renovating the kitchen using a,None,0,17, wood
renovating the kitchen using a,None,0,18, local
renovating the kitchen using a,None,0,19, color
renovating the kitchen using a,improbable,1,0, budget
renovating the kitchen using a,improbable,1,1, 
renovating the kitchen using a,improbable,1,2, new
renovating the kitchen using a,improbable,1,3, lot
renovating the kitchen using a,improbable,1,4, kitchen
renovating the kitchen using a,improbable,1,5, combination
renovating the kitchen using a,improbable,1,6, few
renovating the kitchen using a,improbable,1,7, small
renovating the kitchen using a,improbable,1,8, mix
renovating the kitchen using a,improbable,1,9, contractor
renovating the kitchen using a,improbable,1,10, very
renovating the kitchen using a,improbable,1,11, local
renovating the kitchen using a,improbable,1,12, $
renovating the kitchen using a,improbable,1,13, different
renovating the kitchen using a,improbable,1,14, white
renovating the kitchen using a,improbable,1,15, variety
renovating the kitchen using a,improbable,1,16, vintage
renovating the kitchen using a,improbable,1,17, limited
renovating the kitchen using a,improbable,1,18, wood
renovating the kitchen using a,improbable,1,19, professional
renovating the kitchen using a,improbable,3,0, 
renovating the kitchen using a,improbable,3,1, few
renovating the kitchen using a,improbable,3,2, budget
