,sentence,layer,improbable_impossible_projection,impossible_inconceivable_projection,improbable_inconceivable_projection
34813,It's a green circle of grass.,25,568.0,1848.0,2368.0
34814,He looked out the window again.,0,-3.828125,4.3125,0.49609375
34815,He looked out the window again.,1,-4.75,-8.1875,-12.9375
34816,He looked out the window again.,2,0.6484375,-0.85546875,-0.1943359375
34817,He looked out the window again.,3,8.5,-5.90625,2.484375
34818,He looked out the window again.,4,-21.625,-66.5,-88.0
34819,He looked out the window again.,5,40.5,41.5,83.0
34820,He looked out the window again.,6,-44.5,-156.0,-201.0
34821,He looked out the window again.,7,-56.0,-500.0,-552.0
34822,He looked out the window again.,8,-73.5,-572.0,-640.0
34823,He looked out the window again.,9,6.21875,-346.0,-342.0
34824,He looked out the window again.,10,80.5,-872.0,-792.0
34825,He looked out the window again.,11,216.0,-1176.0,-960.0
34826,He looked out the window again.,12,9.125,-1064.0,-1056.0
34827,He looked out the window again.,13,356.0,-1712.0,-1368.0
34828,He looked out the window again.,14,504.0,-1888.0,-1384.0
34829,He looked out the window again.,15,142.0,-3248.0,-3104.0
34830,He looked out the window again.,16,520.0,-3552.0,-3040.0
34831,He looked out the window again.,17,97.0,-3472.0,-3376.0
34832,He looked out the window again.,18,596.0,-5216.0,-4640.0
34833,He looked out the window again.,19,28.875,-4832.0,-4800.0
34834,He looked out the window again.,20,426.0,-4576.0,-4160.0
34835,He looked out the window again.,21,1192.0,-4992.0,-3808.0
34836,He looked out the window again.,22,1432.0,-6720.0,-5280.0
34837,He looked out the window again.,23,2672.0,-7392.0,-4736.0
34838,He looked out the window again.,24,2544.0,-8320.0,-5792.0
34839,He looked out the window again.,25,1416.0,-2144.0,-732.0
34840,I had other things to do.,0,-3.109375,5.75,2.65625
34841,I had other things to do.,1,-5.15625,-15.875,-21.0
34842,I had other things to do.,2,-0.79296875,-2.90625,-3.734375
34843,I had other things to do.,3,17.375,30.875,48.0
34844,I had other things to do.,4,-15.625,-12.0,-27.75
34845,I had other things to do.,5,40.0,88.5,129.0
34846,I had other things to do.,6,-50.25,-88.0,-138.0
34847,I had other things to do.,7,-56.0,-444.0,-498.0
34848,I had other things to do.,8,-66.5,-510.0,-572.0
34849,I had other things to do.,9,28.125,-225.0,-197.0
34850,I had other things to do.,10,134.0,-688.0,-556.0
34851,I had other things to do.,11,260.0,-864.0,-600.0
34852,I had other things to do.,12,150.0,-880.0,-728.0
34853,I had other things to do.,13,428.0,-1320.0,-892.0
34854,I had other things to do.,14,740.0,-1616.0,-868.0
34855,I had other things to do.,15,350.0,-2800.0,-2448.0
34856,I had other things to do.,16,776.0,-3184.0,-2416.0
34857,I had other things to do.,17,382.0,-3328.0,-2944.0
34858,I had other things to do.,18,840.0,-5120.0,-4288.0
34859,I had other things to do.,19,342.0,-4256.0,-3904.0
34860,I had other things to do.,20,904.0,-3920.0,-3040.0
34861,I had other things to do.,21,2320.0,-4320.0,-1984.0
34862,I had other things to do.,22,2400.0,-6304.0,-3904.0
34863,I had other things to do.,23,3664.0,-6720.0,-3056.0
34864,I had other things to do.,24,3280.0,-7136.0,-3872.0
34865,I had other things to do.,25,2008.0,2096.0,4128.0
34866,We hope you enjoy the video.,0,-3.03125,2.96875,-0.034912109375
34867,We hope you enjoy the video.,1,-5.59375,-18.25,-23.875
34868,We hope you enjoy the video.,2,-1.125,-4.5,-5.65625
34869,We hope you enjoy the video.,3,21.75,24.5,46.0
34870,We hope you enjoy the video.,4,-4.0625,-3.90625,-8.0625
34871,We hope you enjoy the video.,5,63.5,114.0,178.0
34872,We hope you enjoy the video.,6,-15.8125,-53.0,-68.5
34873,We hope you enjoy the video.,7,-29.625,-388.0,-416.0
34874,We hope you enjoy the video.,8,-46.0,-352.0,-396.0
34875,We hope you enjoy the video.,9,-21.25,-184.0,-206.0
34876,We hope you enjoy the video.,10,49.75,-656.0,-608.0
34877,We hope you enjoy the video.,11,196.0,-824.0,-624.0
34878,We hope you enjoy the video.,12,-14.9375,-952.0,-964.0
34879,We hope you enjoy the video.,13,175.0,-1344.0,-1176.0
34880,We hope you enjoy the video.,14,438.0,-1832.0,-1392.0
34881,We hope you enjoy the video.,15,7.5625,-3232.0,-3232.0
34882,We hope you enjoy the video.,16,199.0,-3072.0,-2880.0
34883,We hope you enjoy the video.,17,-219.0,-3184.0,-3424.0
34884,We hope you enjoy the video.,18,314.0,-4864.0,-4544.0
34885,We hope you enjoy the video.,19,-274.0,-4256.0,-4544.0
34886,We hope you enjoy the video.,20,-74.0,-4160.0,-4224.0
34887,We hope you enjoy the video.,21,1064.0,-4096.0,-3040.0
34888,We hope you enjoy the video.,22,1072.0,-6304.0,-5248.0
34889,We hope you enjoy the video.,23,2368.0,-6432.0,-4064.0
34890,We hope you enjoy the video.,24,2256.0,-6432.0,-4160.0
34891,We hope you enjoy the video.,25,1560.0,2976.0,4512.0
34892,They raced to the back porch.,0,-3.953125,-2.296875,-6.21875
34893,They raced to the back porch.,1,-4.625,-26.375,-31.125
34894,They raced to the back porch.,2,0.21875,-14.8125,-14.625
34895,They raced to the back porch.,3,5.28125,-44.75,-39.5
34896,They raced to the back porch.,4,-23.75,-87.5,-111.5
34897,They raced to the back porch.,5,46.5,9.25,55.5
34898,They raced to the back porch.,6,-39.5,-195.0,-234.0
34899,They raced to the back porch.,7,-47.5,-660.0,-708.0
34900,They raced to the back porch.,8,-56.0,-724.0,-776.0
34901,They raced to the back porch.,9,33.0,-418.0,-386.0
34902,They raced to the back porch.,10,185.0,-1064.0,-880.0
34903,They raced to the back porch.,11,288.0,-1472.0,-1176.0
34904,They raced to the back porch.,12,57.0,-1240.0,-1176.0
34905,They raced to the back porch.,13,430.0,-2032.0,-1600.0
34906,They raced to the back porch.,14,584.0,-2208.0,-1608.0
34907,They raced to the back porch.,15,238.0,-3792.0,-3568.0
34908,They raced to the back porch.,16,628.0,-3712.0,-3088.0
34909,They raced to the back porch.,17,42.0,-3520.0,-3488.0
34910,They raced to the back porch.,18,494.0,-5088.0,-4576.0
34911,They raced to the back porch.,19,-72.0,-4480.0,-4576.0
34912,They raced to the back porch.,20,334.0,-4288.0,-3936.0
34913,They raced to the back porch.,21,1008.0,-4640.0,-3632.0
34914,They raced to the back porch.,22,1136.0,-6240.0,-5088.0
34915,They raced to the back porch.,23,2512.0,-6720.0,-4224.0
34916,They raced to the back porch.,24,2416.0,-7808.0,-5376.0
34917,They raced to the back porch.,25,1240.0,-4512.0,-3296.0
34918,She loved to go for walks.,0,-3.84375,3.09375,-0.703125
34919,She loved to go for walks.,1,-5.78125,-21.0,-26.875
34920,She loved to go for walks.,2,-0.38671875,-10.0625,-10.375
34921,She loved to go for walks.,3,12.375,-9.8125,2.5
34922,She loved to go for walks.,4,-21.0,-62.25,-83.0
34923,She loved to go for walks.,5,29.625,4.9375,34.75
34924,She loved to go for walks.,6,-62.0,-228.0,-290.0
34925,She loved to go for walks.,7,-76.0,-604.0,-680.0
34926,She loved to go for walks.,8,-109.0,-676.0,-784.0
34927,She loved to go for walks.,9,-34.5,-488.0,-524.0
34928,She loved to go for walks.,10,66.0,-1020.0,-952.0
34929,She loved to go for walks.,11,234.0,-1512.0,-1280.0
34930,She loved to go for walks.,12,-41.75,-1312.0,-1344.0
34931,She loved to go for walks.,13,186.0,-2144.0,-1968.0
34932,She loved to go for walks.,14,536.0,-2368.0,-1824.0
34933,She loved to go for walks.,15,82.5,-3856.0,-3776.0
34934,She loved to go for walks.,16,454.0,-3904.0,-3456.0
34935,She loved to go for walks.,17,-82.5,-3600.0,-3680.0
34936,She loved to go for walks.,18,416.0,-5152.0,-4736.0
34937,She loved to go for walks.,19,-112.0,-4448.0,-4544.0
34938,She loved to go for walks.,20,242.0,-4256.0,-4016.0
34939,She loved to go for walks.,21,1024.0,-4384.0,-3344.0
34940,She loved to go for walks.,22,940.0,-6016.0,-5056.0
34941,She loved to go for walks.,23,1872.0,-6496.0,-4640.0
34942,She loved to go for walks.,24,1432.0,-6784.0,-5344.0
34943,She loved to go for walks.,25,40.25,-456.0,-416.0
34944,I stood on a spacious balcony.,0,-4.53125,-1.2421875,-5.78125
34945,I stood on a spacious balcony.,1,-6.5,-28.5,-35.0
34946,I stood on a spacious balcony.,2,-2.359375,-17.5,-19.875
34947,I stood on a spacious balcony.,3,3.046875,-46.75,-43.75
34948,I stood on a spacious balcony.,4,-21.875,-100.5,-122.5
34949,I stood on a spacious balcony.,5,52.5,4.875,58.0
34950,I stood on a spacious balcony.,6,-45.0,-217.0,-262.0
34951,I stood on a spacious balcony.,7,-60.75,-676.0,-732.0
34952,I stood on a spacious balcony.,8,-79.5,-752.0,-832.0
34953,I stood on a spacious balcony.,9,15.4375,-482.0,-468.0
34954,I stood on a spacious balcony.,10,91.0,-1072.0,-980.0
34955,I stood on a spacious balcony.,11,180.0,-1440.0,-1256.0
34956,I stood on a spacious balcony.,12,-15.0625,-1408.0,-1424.0
34957,I stood on a spacious balcony.,13,278.0,-2208.0,-1928.0
34958,I stood on a spacious balcony.,14,616.0,-2432.0,-1816.0
34959,I stood on a spacious balcony.,15,124.5,-4032.0,-3904.0
34960,I stood on a spacious balcony.,16,494.0,-4096.0,-3616.0
34961,I stood on a spacious balcony.,17,-116.5,-3872.0,-4000.0
34962,I stood on a spacious balcony.,18,372.0,-5888.0,-5504.0
34963,I stood on a spacious balcony.,19,-470.0,-5088.0,-5568.0
34964,I stood on a spacious balcony.,20,-114.5,-5024.0,-5120.0
34965,I stood on a spacious balcony.,21,744.0,-5248.0,-4480.0
34966,I stood on a spacious balcony.,22,648.0,-6880.0,-6208.0
34967,I stood on a spacious balcony.,23,1880.0,-7264.0,-5376.0
34968,I stood on a spacious balcony.,24,1304.0,-8512.0,-7232.0
34969,I stood on a spacious balcony.,25,274.0,-3680.0,-3456.0
34970,It is a lot of work.,0,-3.421875,7.03125,3.640625
34971,It is a lot of work.,1,-4.46875,-13.6875,-18.125
34972,It is a lot of work.,2,-0.12109375,-0.5546875,-0.6796875
34973,It is a lot of work.,3,31.625,50.25,82.0
34974,It is a lot of work.,4,-14.1875,10.875,-3.375
34975,It is a lot of work.,5,63.75,139.0,202.0
34976,It is a lot of work.,6,-47.5,-124.0,-172.0
34977,It is a lot of work.,7,-48.5,-464.0,-512.0
34978,It is a lot of work.,8,-70.0,-616.0,-684.0
34979,It is a lot of work.,9,8.25,-300.0,-294.0
34980,It is a lot of work.,10,154.0,-944.0,-792.0
34981,It is a lot of work.,11,372.0,-1200.0,-828.0
34982,It is a lot of work.,12,155.0,-1080.0,-924.0
34983,It is a lot of work.,13,498.0,-1584.0,-1088.0
34984,It is a lot of work.,14,788.0,-1976.0,-1184.0
34985,It is a lot of work.,15,498.0,-3888.0,-3376.0
34986,It is a lot of work.,16,900.0,-3744.0,-2848.0
34987,It is a lot of work.,17,236.0,-3840.0,-3616.0
34988,It is a lot of work.,18,684.0,-5760.0,-5088.0
34989,It is a lot of work.,19,91.0,-4768.0,-4704.0
34990,It is a lot of work.,20,664.0,-4736.0,-4080.0
34991,It is a lot of work.,21,1824.0,-4992.0,-3184.0
34992,It is a lot of work.,22,1576.0,-7232.0,-5664.0
34993,It is a lot of work.,23,2720.0,-7648.0,-4928.0
34994,It is a lot of work.,24,2048.0,-8640.0,-6560.0
34995,It is a lot of work.,25,358.0,-1296.0,-956.0
34996,They had a lot of acreage.,0,-3.703125,3.078125,-0.609375
34997,They had a lot of acreage.,1,-4.875,-24.5,-29.375
34998,They had a lot of acreage.,2,-0.337890625,-13.375,-13.6875
34999,They had a lot of acreage.,3,26.625,0.52734375,27.0
35000,They had a lot of acreage.,4,-10.5625,-53.25,-64.0
35001,They had a lot of acreage.,5,59.0,34.75,94.0
35002,They had a lot of acreage.,6,-38.75,-197.0,-236.0
35003,They had a lot of acreage.,7,-34.75,-588.0,-620.0
35004,They had a lot of acreage.,8,-50.5,-720.0,-772.0
35005,They had a lot of acreage.,9,-7.84375,-410.0,-420.0
35006,They had a lot of acreage.,10,100.0,-856.0,-756.0
35007,They had a lot of acreage.,11,330.0,-1336.0,-1000.0
35008,They had a lot of acreage.,12,141.0,-1168.0,-1024.0
35009,They had a lot of acreage.,13,440.0,-2064.0,-1616.0
35010,They had a lot of acreage.,14,748.0,-2432.0,-1680.0
35011,They had a lot of acreage.,15,324.0,-4048.0,-3744.0
35012,They had a lot of acreage.,16,604.0,-3952.0,-3360.0
35013,They had a lot of acreage.,17,25.625,-3936.0,-3920.0
35014,They had a lot of acreage.,18,460.0,-5760.0,-5312.0
35015,They had a lot of acreage.,19,-30.5,-5024.0,-5056.0
35016,They had a lot of acreage.,20,442.0,-4864.0,-4416.0
35017,They had a lot of acreage.,21,1376.0,-5280.0,-3888.0
35018,They had a lot of acreage.,22,1232.0,-7168.0,-5920.0
35019,They had a lot of acreage.,23,2320.0,-7840.0,-5504.0
35020,They had a lot of acreage.,24,1688.0,-8640.0,-6912.0
35021,They had a lot of acreage.,25,-61.0,824.0,708.0
35022,She looked out onto the turf.,0,-2.765625,-2.1875,-4.9375
35023,She looked out onto the turf.,1,-4.34375,-15.875,-20.25
35024,She looked out onto the turf.,2,0.31640625,-10.75,-10.375
35025,She looked out onto the turf.,3,18.25,-31.625,-13.5
35026,She looked out onto the turf.,4,-13.4375,-77.0,-90.5
35027,She looked out onto the turf.,5,61.75,30.625,92.5
35028,She looked out onto the turf.,6,-20.75,-175.0,-196.0
35029,She looked out onto the turf.,7,-22.75,-516.0,-536.0
35030,She looked out onto the turf.,8,-29.5,-552.0,-580.0
35031,She looked out onto the turf.,9,54.5,-350.0,-296.0
35032,She looked out onto the turf.,10,154.0,-924.0,-768.0
35033,She looked out onto the turf.,11,278.0,-1112.0,-828.0
35034,She looked out onto the turf.,12,106.0,-1096.0,-988.0
35035,She looked out onto the turf.,13,452.0,-1752.0,-1304.0
35036,She looked out onto the turf.,14,668.0,-2064.0,-1392.0
35037,She looked out onto the turf.,15,235.0,-3504.0,-3264.0
35038,She looked out onto the turf.,16,620.0,-3808.0,-3200.0
35039,She looked out onto the turf.,17,36.25,-3536.0,-3504.0
35040,She looked out onto the turf.,18,472.0,-5440.0,-4992.0
35041,She looked out onto the turf.,19,-61.25,-4704.0,-4768.0
35042,She looked out onto the turf.,20,338.0,-4416.0,-4080.0
35043,She looked out onto the turf.,21,1208.0,-4480.0,-3280.0
35044,She looked out onto the turf.,22,1280.0,-5920.0,-4640.0
35045,She looked out onto the turf.,23,2352.0,-6592.0,-4224.0
35046,She looked out onto the turf.,24,2272.0,-7520.0,-5248.0
35047,She looked out onto the turf.,25,896.0,-2304.0,-1456.0
35048,I looked down at the ground.,0,-2.390625,0.033447265625,-2.359375
35049,I looked down at the ground.,1,-4.21875,-19.625,-23.875
35050,I looked down at the ground.,2,0.1513671875,-8.625,-8.5
35051,I looked down at the ground.,3,21.375,-20.375,0.8671875
35052,I looked down at the ground.,4,-14.9375,-73.0,-88.5
35053,I looked down at the ground.,5,62.75,64.5,127.5
35054,I looked down at the ground.,6,-37.75,-150.0,-187.0
35055,I looked down at the ground.,7,-57.0,-510.0,-564.0
35056,I looked down at the ground.,8,-59.25,-548.0,-604.0
35057,I looked down at the ground.,9,25.25,-340.0,-314.0
35058,I looked down at the ground.,10,100.0,-932.0,-832.0
35059,I looked down at the ground.,11,183.0,-1152.0,-972.0
35060,I looked down at the ground.,12,76.5,-1096.0,-1020.0
35061,I looked down at the ground.,13,532.0,-1832.0,-1304.0
35062,I looked down at the ground.,14,792.0,-2032.0,-1240.0
35063,I looked down at the ground.,15,288.0,-3296.0,-2992.0
35064,I looked down at the ground.,16,656.0,-3472.0,-2816.0
35065,I looked down at the ground.,17,230.0,-3216.0,-2992.0
35066,I looked down at the ground.,18,716.0,-4928.0,-4224.0
35067,I looked down at the ground.,19,296.0,-4256.0,-3936.0
35068,I looked down at the ground.,20,720.0,-3984.0,-3264.0
35069,I looked down at the ground.,21,1744.0,-4448.0,-2688.0
35070,I looked down at the ground.,22,2144.0,-5888.0,-3760.0
35071,I looked down at the ground.,23,3360.0,-6560.0,-3216.0
35072,I looked down at the ground.,24,3120.0,-7584.0,-4448.0
35073,I looked down at the ground.,25,2608.0,-1752.0,800.0
35074,"It's a simple, but cheerful melody.",0,-3.65625,3.59375,-0.03271484375
35075,"It's a simple, but cheerful melody.",1,-5.625,-17.375,-23.0
35076,"It's a simple, but cheerful melody.",2,-0.765625,-8.625,-9.375
35077,"It's a simple, but cheerful melody.",3,24.375,22.625,46.75
35078,"It's a simple, but cheerful melody.",4,-12.1875,-20.75,-33.25
35079,"It's a simple, but cheerful melody.",5,72.5,122.0,195.0
35080,"It's a simple, but cheerful melody.",6,-32.25,-112.0,-144.0
35081,"It's a simple, but cheerful melody.",7,-34.0,-436.0,-468.0
35082,"It's a simple, but cheerful melody.",8,-61.75,-516.0,-576.0
35083,"It's a simple, but cheerful melody.",9,-3.5,-388.0,-392.0
35084,"It's a simple, but cheerful melody.",10,88.5,-996.0,-908.0
35085,"It's a simple, but cheerful melody.",11,184.0,-1384.0,-1200.0
35086,"It's a simple, but cheerful melody.",12,-16.125,-1288.0,-1296.0
35087,"It's a simple, but cheerful melody.",13,270.0,-1904.0,-1632.0
35088,"It's a simple, but cheerful melody.",14,668.0,-2240.0,-1568.0
35089,"It's a simple, but cheerful melody.",15,324.0,-3984.0,-3664.0
35090,"It's a simple, but cheerful melody.",16,664.0,-3936.0,-3280.0
35091,"It's a simple, but cheerful melody.",17,135.0,-3904.0,-3776.0
35092,"It's a simple, but cheerful melody.",18,616.0,-6016.0,-5408.0
35093,"It's a simple, but cheerful melody.",19,87.5,-5216.0,-5120.0
35094,"It's a simple, but cheerful melody.",20,604.0,-5184.0,-4576.0
35095,"It's a simple, but cheerful melody.",21,1760.0,-5344.0,-3568.0
35096,"It's a simple, but cheerful melody.",22,1792.0,-7072.0,-5280.0
35097,"It's a simple, but cheerful melody.",23,2640.0,-7872.0,-5216.0
35098,"It's a simple, but cheerful melody.",24,2112.0,-9152.0,-7040.0
35099,"It's a simple, but cheerful melody.",25,868.0,-1960.0,-1112.0
35100,He marched out of the area.,0,-3.234375,2.125,-1.1328125
35101,He marched out of the area.,1,-4.5,-19.75,-24.25
35102,He marched out of the area.,2,-0.041748046875,-11.4375,-11.5
35103,He marched out of the area.,3,16.125,-8.875,7.125
35104,He marched out of the area.,4,-17.875,-56.5,-74.5
35105,He marched out of the area.,5,63.0,64.5,127.5
35106,He marched out of the area.,6,-17.5,-128.0,-146.0
35107,He marched out of the area.,7,-17.5,-512.0,-528.0
35108,He marched out of the area.,8,-33.0,-564.0,-596.0
35109,He marched out of the area.,9,68.5,-348.0,-280.0
35110,He marched out of the area.,10,181.0,-892.0,-712.0
35111,He marched out of the area.,11,356.0,-1216.0,-856.0
35112,He marched out of the area.,12,137.0,-1048.0,-908.0
