sentence_0,sentence_1,modal_0,modal_1,semantics_0,semantics_1
The interesting story was written by the escort.,The interesting story was written by the wine.,improbable,impossible,unrelated,unrelated
The taxi was driven by the dancer.,The taxi was driven by the tutu.,improbable,impossible,unrelated,unrelated
"At the golf game, a hole-in-one was scored by the landlord.","At the golf game, a hole-in-one was scored by the lease.",improbable,impossible,unrelated,unrelated
"At the pet hospital, dogs were cured by the soldier.","At the pet hospital, dogs were cured by the uniform.",improbable,impossible,unrelated,unrelated
"At the post office, letters are collected and delivered by the maniac.","At the post office, letters are collected and delivered by the couch.",improbable,impossible,unrelated,unrelated
"At the garage, the car maintenance is performed by the beggar.","At the garage, the car maintenance is performed by the bowl.",improbable,impossible,unrelated,unrelated
At the hospital the complex heart surgery was performed by the slave.,At the hospital the complex heart surgery was performed by the pyramid.,improbable,impossible,unrelated,unrelated
"Upon arriving at the restaurant, the car was parked by the cameraman.","Upon arriving at the restaurant, the car was parked by the monitor.",improbable,impossible,unrelated,unrelated
The circus performance was directed by the nun.,The circus performance was directed by the oratory.,improbable,impossible,unrelated,unrelated
"To keep visitors safe, the national park was patrolled by the repairer.","To keep visitors safe, the national park was patrolled by the radiator.",improbable,impossible,unrelated,unrelated
"At the library, the books are organised on the shelves by the king.","At the library, the books are organised on the shelves by the throne.",improbable,impossible,unrelated,unrelated
"At the bank, credit card requests are authorised by the restorer.","At the bank, credit card requests are authorised by the spade.",improbable,impossible,unrelated,unrelated
Fish in the aquarium were studied by the musician.,Fish in the aquarium were studied by the spotlight.,improbable,impossible,unrelated,unrelated
"At the exhibition, all the pictures were taken by the protector.","At the exhibition, all the pictures were taken by the protection.",improbable,impossible,unrelated,unrelated
"At the graduation reception, the dinner was provided by the prisoner.","At the graduation reception, the dinner was provided by the gate.",improbable,impossible,unrelated,unrelated
"When the Italian diplomat gave a speech, the translation was performed by the driver.","When the Italian diplomat gave a speech, the translation was performed by the windscreen.",improbable,impossible,unrelated,unrelated
The prescription for the mental disorder was written by the guard.,The prescription for the mental disorder was written by the fence.,improbable,impossible,unrelated,unrelated
The bank robbery was prevented by the server.,The bank robbery was prevented by the spoon.,improbable,impossible,unrelated,unrelated
The attacks on the ships were led by the trumpeter.,The attacks on the ships were led by the violin.,improbable,impossible,unrelated,unrelated
"At the opera concert in the theatre, the musical pieces were sung by the visitor.","At the opera concert in the theatre, the musical pieces were sung by the cage.",improbable,impossible,unrelated,unrelated
"Because his parents work all day, the baby was attended by the consumer.","Because his parents work all day, the baby was attended by the package.",improbable,impossible,unrelated,unrelated
The dental restoration was performed by the Indian.,The dental restoration was performed by the saddle.,improbable,impossible,unrelated,unrelated
"At the Olympics, the bars competition was won by the cardinal.","At the Olympics, the bars competition was won by the crucifix.",improbable,impossible,unrelated,unrelated
"To lose weight, the woman's meal plan was prescribed by the hooligan.","To lose weight, the woman's meal plan was prescribed by the banner.",improbable,impossible,unrelated,unrelated
The psychotherapy session was delivered by the teacher.,The psychotherapy session was delivered by the table.,improbable,impossible,unrelated,unrelated
"In the circus, the lions were tamed by the chemist.","In the circus, the lions were tamed by the manuscript.",improbable,impossible,unrelated,unrelated
"At the salon, the clients get her hair cut by the pedestrian.","At the salon, the clients get her hair cut by the wheel.",improbable,impossible,unrelated,unrelated
