,sentence,likelihood,layer,improbable_impossible_projection,impossible_inconceivable_projection,improbable_inconceivable_projection
5506,filling a bucket with acorns.,63.3,20,-1632.0,-6016.0,-7648.0
5507,filling a bucket with acorns.,63.3,21,-844.0,-7040.0,-7872.0
5508,filling a bucket with acorns.,63.3,22,-1020.0,-9024.0,-10048.0
5509,filling a bucket with acorns.,63.3,23,-219.0,-9536.0,-9792.0
5510,filling a bucket with acorns.,63.3,24,124.0,-9600.0,-9472.0
5511,filling a bucket with acorns.,63.3,25,-428.0,3280.0,2832.0
5512,carving a statue using laughter.,1.875,0,-3.453125,0.67578125,-2.75
5513,carving a statue using laughter.,1.875,1,-7.59375,-5.53125,-13.1875
5514,carving a statue using laughter.,1.875,2,-1.671875,1.1015625,-0.55859375
5515,carving a statue using laughter.,1.875,3,34.75,22.75,57.25
5516,carving a statue using laughter.,1.875,4,-13.0,-73.0,-86.0
5517,carving a statue using laughter.,1.875,5,86.0,82.5,168.0
5518,carving a statue using laughter.,1.875,6,-64.5,-171.0,-236.0
5519,carving a statue using laughter.,1.875,7,-35.25,-676.0,-712.0
5520,carving a statue using laughter.,1.875,8,-47.0,-676.0,-720.0
5521,carving a statue using laughter.,1.875,9,-5.34375,-580.0,-584.0
5522,carving a statue using laughter.,1.875,10,152.0,-1088.0,-936.0
5523,carving a statue using laughter.,1.875,11,300.0,-1632.0,-1328.0
5524,carving a statue using laughter.,1.875,12,268.0,-1520.0,-1256.0
5525,carving a statue using laughter.,1.875,13,944.0,-2464.0,-1520.0
5526,carving a statue using laughter.,1.875,14,1064.0,-2432.0,-1368.0
5527,carving a statue using laughter.,1.875,15,480.0,-3744.0,-3248.0
5528,carving a statue using laughter.,1.875,16,784.0,-4128.0,-3344.0
5529,carving a statue using laughter.,1.875,17,64.0,-4096.0,-4048.0
5530,carving a statue using laughter.,1.875,18,332.0,-5600.0,-5280.0
5531,carving a statue using laughter.,1.875,19,-104.5,-5152.0,-5248.0
5532,carving a statue using laughter.,1.875,20,450.0,-5056.0,-4608.0
5533,carving a statue using laughter.,1.875,21,1928.0,-5312.0,-3392.0
5534,carving a statue using laughter.,1.875,22,2304.0,-6816.0,-4512.0
5535,carving a statue using laughter.,1.875,23,3456.0,-6944.0,-3504.0
5536,carving a statue using laughter.,1.875,24,4448.0,-6848.0,-2384.0
5537,carving a statue using laughter.,1.875,25,5696.0,7424.0,13120.0
5538,tightening a bolt using a dream.,3.2,0,-2.859375,-2.78125,-5.59375
5539,tightening a bolt using a dream.,3.2,1,-8.0,-19.0,-27.0
5540,tightening a bolt using a dream.,3.2,2,-2.203125,-10.625,-12.8125
5541,tightening a bolt using a dream.,3.2,3,70.0,83.0,153.0
5542,tightening a bolt using a dream.,3.2,4,27.0,36.0,62.75
5543,tightening a bolt using a dream.,3.2,5,206.0,330.0,536.0
5544,tightening a bolt using a dream.,3.2,6,106.0,165.0,272.0
5545,tightening a bolt using a dream.,3.2,7,124.5,-174.0,-47.5
5546,tightening a bolt using a dream.,3.2,8,102.5,-208.0,-104.5
5547,tightening a bolt using a dream.,3.2,9,216.0,-33.0,182.0
5548,tightening a bolt using a dream.,3.2,10,360.0,-502.0,-141.0
5549,tightening a bolt using a dream.,3.2,11,660.0,-976.0,-314.0
5550,tightening a bolt using a dream.,3.2,12,442.0,-824.0,-380.0
5551,tightening a bolt using a dream.,3.2,13,804.0,-1512.0,-708.0
5552,tightening a bolt using a dream.,3.2,14,912.0,-1536.0,-624.0
5553,tightening a bolt using a dream.,3.2,15,394.0,-3136.0,-2736.0
5554,tightening a bolt using a dream.,3.2,16,466.0,-2880.0,-2416.0
5555,tightening a bolt using a dream.,3.2,17,-231.0,-2560.0,-2800.0
5556,tightening a bolt using a dream.,3.2,18,-40.0,-3984.0,-4032.0
5557,tightening a bolt using a dream.,3.2,19,-402.0,-3408.0,-3792.0
5558,tightening a bolt using a dream.,3.2,20,-34.5,-3392.0,-3440.0
5559,tightening a bolt using a dream.,3.2,21,1160.0,-3232.0,-2064.0
5560,tightening a bolt using a dream.,3.2,22,1208.0,-4288.0,-3072.0
5561,tightening a bolt using a dream.,3.2,23,2128.0,-4320.0,-2192.0
5562,tightening a bolt using a dream.,3.2,24,3072.0,-2512.0,556.0
5563,tightening a bolt using a dream.,3.2,25,5376.0,14848.0,20224.0
5564,polishing jewelry using music.,8.727272727272727,0,-3.09375,-5.4375,-8.5
5565,polishing jewelry using music.,8.727272727272727,1,-8.6875,-18.5,-27.125
5566,polishing jewelry using music.,8.727272727272727,2,-4.0,-14.375,-18.375
5567,polishing jewelry using music.,8.727272727272727,3,32.5,10.625,43.0
5568,polishing jewelry using music.,8.727272727272727,4,-16.5,-85.0,-102.0
5569,polishing jewelry using music.,8.727272727272727,5,91.0,91.0,182.0
5570,polishing jewelry using music.,8.727272727272727,6,-50.75,-146.0,-197.0
5571,polishing jewelry using music.,8.727272727272727,7,-28.375,-664.0,-692.0
5572,polishing jewelry using music.,8.727272727272727,8,-68.0,-700.0,-764.0
5573,polishing jewelry using music.,8.727272727272727,9,-75.5,-568.0,-644.0
5574,polishing jewelry using music.,8.727272727272727,10,33.25,-1096.0,-1072.0
5575,polishing jewelry using music.,8.727272727272727,11,103.0,-1792.0,-1688.0
5576,polishing jewelry using music.,8.727272727272727,12,-64.5,-1664.0,-1728.0
5577,polishing jewelry using music.,8.727272727272727,13,374.0,-2624.0,-2240.0
5578,polishing jewelry using music.,8.727272727272727,14,332.0,-2704.0,-2368.0
5579,polishing jewelry using music.,8.727272727272727,15,-344.0,-4832.0,-5184.0
5580,polishing jewelry using music.,8.727272727272727,16,-233.0,-4832.0,-5056.0
5581,polishing jewelry using music.,8.727272727272727,17,-920.0,-4832.0,-5760.0
5582,polishing jewelry using music.,8.727272727272727,18,-1144.0,-6272.0,-7392.0
5583,polishing jewelry using music.,8.727272727272727,19,-1504.0,-6048.0,-7552.0
5584,polishing jewelry using music.,8.727272727272727,20,-1096.0,-6080.0,-7168.0
5585,polishing jewelry using music.,8.727272727272727,21,-136.0,-6720.0,-6880.0
5586,polishing jewelry using music.,8.727272727272727,22,186.0,-8000.0,-7808.0
5587,polishing jewelry using music.,8.727272727272727,23,1136.0,-8320.0,-7200.0
5588,polishing jewelry using music.,8.727272727272727,24,2064.0,-6848.0,-4768.0
5589,polishing jewelry using music.,8.727272727272727,25,4128.0,7968.0,12096.0
5590,building a house out of language.,6.0,0,-3.296875,1.921875,-1.359375
5591,building a house out of language.,6.0,1,-8.6875,-5.46875,-14.1875
5592,building a house out of language.,6.0,2,-3.75,0.8203125,-2.90625
5593,building a house out of language.,6.0,3,38.5,26.875,65.0
5594,building a house out of language.,6.0,4,-11.5,-46.25,-58.0
5595,building a house out of language.,6.0,5,99.0,144.0,244.0
5596,building a house out of language.,6.0,6,-52.75,-105.0,-158.0
5597,building a house out of language.,6.0,7,7.875,-468.0,-458.0
5598,building a house out of language.,6.0,8,24.5,-462.0,-434.0
5599,building a house out of language.,6.0,9,106.0,-247.0,-141.0
5600,building a house out of language.,6.0,10,276.0,-768.0,-492.0
5601,building a house out of language.,6.0,11,494.0,-1088.0,-592.0
5602,building a house out of language.,6.0,12,394.0,-1032.0,-632.0
5603,building a house out of language.,6.0,13,892.0,-1656.0,-772.0
5604,building a house out of language.,6.0,14,956.0,-1840.0,-884.0
5605,building a house out of language.,6.0,15,632.0,-2624.0,-1992.0
5606,building a house out of language.,6.0,16,944.0,-2688.0,-1752.0
5607,building a house out of language.,6.0,17,298.0,-2480.0,-2192.0
5608,building a house out of language.,6.0,18,616.0,-3568.0,-2944.0
5609,building a house out of language.,6.0,19,426.0,-2640.0,-2224.0
5610,building a house out of language.,6.0,20,1024.0,-2352.0,-1320.0
5611,building a house out of language.,6.0,21,2384.0,-2024.0,362.0
5612,building a house out of language.,6.0,22,2784.0,-2912.0,-120.5
5613,building a house out of language.,6.0,23,4096.0,-2720.0,1392.0
5614,building a house out of language.,6.0,24,4928.0,-1792.0,3152.0
5615,building a house out of language.,6.0,25,5856.0,14336.0,20224.0
5616,taking a vacation to the desert.,69.22222222222223,0,-2.390625,-0.008544921875,-2.328125
5617,taking a vacation to the desert.,69.22222222222223,1,-7.65625,-8.375,-16.0
5618,taking a vacation to the desert.,69.22222222222223,2,-2.328125,-4.0625,-6.40625
5619,taking a vacation to the desert.,69.22222222222223,3,25.25,-38.0,-12.5625
5620,taking a vacation to the desert.,69.22222222222223,4,-24.375,-112.5,-137.0
5621,taking a vacation to the desert.,69.22222222222223,5,33.25,-53.5,-20.5
5622,taking a vacation to the desert.,69.22222222222223,6,-105.5,-264.0,-370.0
5623,taking a vacation to the desert.,69.22222222222223,7,-99.0,-588.0,-684.0
5624,taking a vacation to the desert.,69.22222222222223,8,-114.5,-628.0,-740.0
5625,taking a vacation to the desert.,69.22222222222223,9,-123.5,-580.0,-708.0
5626,taking a vacation to the desert.,69.22222222222223,10,0.7890625,-1048.0,-1048.0
5627,taking a vacation to the desert.,69.22222222222223,11,-149.0,-1792.0,-1936.0
5628,taking a vacation to the desert.,69.22222222222223,12,-342.0,-1648.0,-1984.0
5629,taking a vacation to the desert.,69.22222222222223,13,-10.0625,-2496.0,-2496.0
5630,taking a vacation to the desert.,69.22222222222223,14,115.5,-2528.0,-2400.0
5631,taking a vacation to the desert.,69.22222222222223,15,-394.0,-3936.0,-4320.0
5632,taking a vacation to the desert.,69.22222222222223,16,-174.0,-4032.0,-4192.0
5633,taking a vacation to the desert.,69.22222222222223,17,-668.0,-4048.0,-4704.0
5634,taking a vacation to the desert.,69.22222222222223,18,-380.0,-5664.0,-6016.0
5635,taking a vacation to the desert.,69.22222222222223,19,-844.0,-5120.0,-5984.0
5636,taking a vacation to the desert.,69.22222222222223,20,-243.0,-5024.0,-5248.0
5637,taking a vacation to the desert.,69.22222222222223,21,748.0,-5280.0,-4544.0
5638,taking a vacation to the desert.,69.22222222222223,22,1024.0,-6944.0,-5920.0
5639,taking a vacation to the desert.,69.22222222222223,23,2176.0,-7648.0,-5472.0
5640,taking a vacation to the desert.,69.22222222222223,24,2608.0,-8128.0,-5536.0
5641,taking a vacation to the desert.,69.22222222222223,25,2576.0,2880.0,5440.0
5642,carrying groceries inside a law.,4.111111111111111,0,-3.40625,-0.34765625,-3.765625
5643,carrying groceries inside a law.,4.111111111111111,1,-5.21875,-17.375,-22.625
5644,carrying groceries inside a law.,4.111111111111111,2,-0.46484375,-12.3125,-12.8125
5645,carrying groceries inside a law.,4.111111111111111,3,45.75,47.75,93.5
5646,carrying groceries inside a law.,4.111111111111111,4,-4.21875,-3.46875,-7.9375
5647,carrying groceries inside a law.,4.111111111111111,5,194.0,310.0,504.0
5648,carrying groceries inside a law.,4.111111111111111,6,60.75,151.0,212.0
5649,carrying groceries inside a law.,4.111111111111111,7,96.5,-111.5,-13.9375
5650,carrying groceries inside a law.,4.111111111111111,8,76.5,-103.5,-24.5
5651,carrying groceries inside a law.,4.111111111111111,9,189.0,171.0,360.0
5652,carrying groceries inside a law.,4.111111111111111,10,342.0,-286.0,56.25
5653,carrying groceries inside a law.,4.111111111111111,11,588.0,-652.0,-60.75
5654,carrying groceries inside a law.,4.111111111111111,12,338.0,-448.0,-105.0
5655,carrying groceries inside a law.,4.111111111111111,13,852.0,-924.0,-80.0
5656,carrying groceries inside a law.,4.111111111111111,14,888.0,-820.0,67.0
5657,carrying groceries inside a law.,4.111111111111111,15,584.0,-1808.0,-1216.0
5658,carrying groceries inside a law.,4.111111111111111,16,744.0,-1416.0,-676.0
5659,carrying groceries inside a law.,4.111111111111111,17,42.75,-1584.0,-1552.0
5660,carrying groceries inside a law.,4.111111111111111,18,91.0,-2752.0,-2672.0
5661,carrying groceries inside a law.,4.111111111111111,19,-158.0,-2112.0,-2272.0
5662,carrying groceries inside a law.,4.111111111111111,20,274.0,-1832.0,-1568.0
5663,carrying groceries inside a law.,4.111111111111111,21,1360.0,-1576.0,-228.0
5664,carrying groceries inside a law.,4.111111111111111,22,1472.0,-2528.0,-1040.0
5665,carrying groceries inside a law.,4.111111111111111,23,2512.0,-2720.0,-216.0
5666,carrying groceries inside a law.,4.111111111111111,24,3248.0,-932.0,2320.0
5667,carrying groceries inside a law.,4.111111111111111,25,3408.0,15552.0,18944.0
5668,paving a road using cement.,99.55555555555556,0,-2.140625,-8.375,-10.5
5669,paving a road using cement.,99.55555555555556,1,-7.0625,-24.125,-31.125
5670,paving a road using cement.,99.55555555555556,2,-2.375,-19.125,-21.5
5671,paving a road using cement.,99.55555555555556,3,33.25,-72.5,-39.5
5672,paving a road using cement.,99.55555555555556,4,-25.5,-181.0,-206.0
5673,paving a road using cement.,99.55555555555556,5,36.5,-104.0,-67.5
5674,paving a road using cement.,99.55555555555556,6,-115.5,-338.0,-454.0
5675,paving a road using cement.,99.55555555555556,7,-147.0,-896.0,-1040.0
5676,paving a road using cement.,99.55555555555556,8,-229.0,-1016.0,-1240.0
5677,paving a road using cement.,99.55555555555556,9,-238.0,-848.0,-1088.0
5678,paving a road using cement.,99.55555555555556,10,-105.5,-1384.0,-1496.0
5679,paving a road using cement.,99.55555555555556,11,-306.0,-2176.0,-2480.0
5680,paving a road using cement.,99.55555555555556,12,-532.0,-1976.0,-2496.0
5681,paving a road using cement.,99.55555555555556,13,-183.0,-2928.0,-3104.0
5682,paving a road using cement.,99.55555555555556,14,-68.0,-2912.0,-2976.0
5683,paving a road using cement.,99.55555555555556,15,-864.0,-4544.0,-5408.0
5684,paving a road using cement.,99.55555555555556,16,-736.0,-4672.0,-5408.0
5685,paving a road using cement.,99.55555555555556,17,-1432.0,-4448.0,-5888.0
5686,paving a road using cement.,99.55555555555556,18,-1536.0,-5792.0,-7328.0
5687,paving a road using cement.,99.55555555555556,19,-2064.0,-5280.0,-7328.0
5688,paving a road using cement.,99.55555555555556,20,-1816.0,-5056.0,-6880.0
5689,paving a road using cement.,99.55555555555556,21,-1032.0,-5504.0,-6560.0
5690,paving a road using cement.,99.55555555555556,22,-1224.0,-6944.0,-8192.0
5691,paving a road using cement.,99.55555555555556,23,-398.0,-7360.0,-7744.0
5692,paving a road using cement.,99.55555555555556,24,-218.0,-7296.0,-7520.0
5693,paving a road using cement.,99.55555555555556,25,-1160.0,5792.0,4640.0
5694,filling a purse with sofas.,4.714285714285714,0,-4.96875,-5.15625,-10.1875
5695,filling a purse with sofas.,4.714285714285714,1,-8.9375,-30.125,-39.25
5696,filling a purse with sofas.,4.714285714285714,2,-4.125,-23.75,-27.75
5697,filling a purse with sofas.,4.714285714285714,3,8.625,-71.5,-63.25
5698,filling a purse with sofas.,4.714285714285714,4,-30.375,-172.0,-202.0
5699,filling a purse with sofas.,4.714285714285714,5,51.25,-60.0,-7.90625
5700,filling a purse with sofas.,4.714285714285714,6,-84.0,-264.0,-348.0
5701,filling a purse with sofas.,4.714285714285714,7,-46.75,-704.0,-752.0
5702,filling a purse with sofas.,4.714285714285714,8,-49.75,-756.0,-804.0
5703,filling a purse with sofas.,4.714285714285714,9,4.1875,-600.0,-596.0
5704,filling a purse with sofas.,4.714285714285714,10,214.0,-1112.0,-900.0
5705,filling a purse with sofas.,4.714285714285714,11,384.0,-1768.0,-1384.0
5706,filling a purse with sofas.,4.714285714285714,12,195.0,-1648.0,-1448.0
5707,filling a purse with sofas.,4.714285714285714,13,736.0,-2608.0,-1880.0
5708,filling a purse with sofas.,4.714285714285714,14,816.0,-2672.0,-1856.0
5709,filling a purse with sofas.,4.714285714285714,15,406.0,-3776.0,-3376.0
5710,filling a purse with sofas.,4.714285714285714,16,668.0,-3968.0,-3312.0
5711,filling a purse with sofas.,4.714285714285714,17,-29.75,-3968.0,-4016.0
5712,filling a purse with sofas.,4.714285714285714,18,206.0,-5408.0,-5184.0
5713,filling a purse with sofas.,4.714285714285714,19,-159.0,-4928.0,-5056.0
5714,filling a purse with sofas.,4.714285714285714,20,358.0,-4736.0,-4384.0
5715,filling a purse with sofas.,4.714285714285714,21,1328.0,-5376.0,-4032.0
5716,filling a purse with sofas.,4.714285714285714,22,1544.0,-7104.0,-5536.0
5717,filling a purse with sofas.,4.714285714285714,23,2608.0,-7584.0,-4992.0
5718,filling a purse with sofas.,4.714285714285714,24,3088.0,-7392.0,-4320.0
5719,filling a purse with sofas.,4.714285714285714,25,3312.0,7072.0,10368.0
5720,painting a wall using a brush.,94.36363636363636,0,-3.65625,-6.59375,-10.25
5721,painting a wall using a brush.,94.36363636363636,1,-11.0625,-28.25,-39.25
5722,painting a wall using a brush.,94.36363636363636,2,-6.8125,-24.75,-31.625
5723,painting a wall using a brush.,94.36363636363636,3,-2.734375,-70.5,-73.5
5724,painting a wall using a brush.,94.36363636363636,4,-53.75,-181.0,-235.0
5725,painting a wall using a brush.,94.36363636363636,5,-14.375,-132.0,-147.0
5726,painting a wall using a brush.,94.36363636363636,6,-160.0,-392.0,-552.0
5727,painting a wall using a brush.,94.36363636363636,7,-194.0,-944.0,-1136.0
5728,painting a wall using a brush.,94.36363636363636,8,-326.0,-992.0,-1312.0
5729,painting a wall using a brush.,94.36363636363636,9,-396.0,-920.0,-1320.0
5730,painting a wall using a brush.,94.36363636363636,10,-312.0,-1344.0,-1664.0
5731,painting a wall using a brush.,94.36363636363636,11,-868.0,-2256.0,-3120.0
5732,painting a wall using a brush.,94.36363636363636,12,-1056.0,-1992.0,-3056.0
5733,painting a wall using a brush.,94.36363636363636,13,-964.0,-2768.0,-3728.0
5734,painting a wall using a brush.,94.36363636363636,14,-912.0,-2832.0,-3744.0
5735,painting a wall using a brush.,94.36363636363636,15,-2192.0,-4736.0,-6912.0
5736,painting a wall using a brush.,94.36363636363636,16,-2496.0,-4800.0,-7328.0
5737,painting a wall using a brush.,94.36363636363636,17,-3296.0,-4608.0,-7904.0
5738,painting a wall using a brush.,94.36363636363636,18,-4384.0,-5952.0,-10304.0
5739,painting a wall using a brush.,94.36363636363636,19,-4800.0,-5728.0,-10560.0
5740,painting a wall using a brush.,94.36363636363636,20,-4736.0,-5760.0,-10496.0
5741,painting a wall using a brush.,94.36363636363636,21,-4832.0,-6528.0,-11328.0
5742,painting a wall using a brush.,94.36363636363636,22,-5632.0,-8128.0,-13760.0
5743,painting a wall using a brush.,94.36363636363636,23,-6048.0,-8704.0,-14720.0
5744,painting a wall using a brush.,94.36363636363636,24,-6272.0,-8448.0,-14656.0
5745,painting a wall using a brush.,94.36363636363636,25,-6272.0,7104.0,856.0
5746,cutting cardboard using scissors.,92.28571428571429,0,-3.640625,-8.625,-12.25
5747,cutting cardboard using scissors.,92.28571428571429,1,-11.4375,-36.0,-47.25
5748,cutting cardboard using scissors.,92.28571428571429,2,-7.46875,-30.0,-37.5
5749,cutting cardboard using scissors.,92.28571428571429,3,-2.984375,-73.0,-76.5
5750,cutting cardboard using scissors.,92.28571428571429,4,-58.25,-191.0,-249.0
5751,cutting cardboard using scissors.,92.28571428571429,5,-29.75,-134.0,-164.0
5752,cutting cardboard using scissors.,92.28571428571429,6,-156.0,-334.0,-488.0
5753,cutting cardboard using scissors.,92.28571428571429,7,-196.0,-804.0,-1000.0
5754,cutting cardboard using scissors.,92.28571428571429,8,-318.0,-944.0,-1256.0
5755,cutting cardboard using scissors.,92.28571428571429,9,-406.0,-828.0,-1232.0
5756,cutting cardboard using scissors.,92.28571428571429,10,-350.0,-1264.0,-1616.0
5757,cutting cardboard using scissors.,92.28571428571429,11,-716.0,-2096.0,-2816.0
5758,cutting cardboard using scissors.,92.28571428571429,12,-944.0,-1880.0,-2816.0
5759,cutting cardboard using scissors.,92.28571428571429,13,-840.0,-2752.0,-3600.0
5760,cutting cardboard using scissors.,92.28571428571429,14,-828.0,-2704.0,-3520.0
5761,cutting cardboard using scissors.,92.28571428571429,15,-1848.0,-4704.0,-6560.0
5762,cutting cardboard using scissors.,92.28571428571429,16,-2064.0,-5024.0,-7072.0
