population,ID,AgeGroup,Age,Task Name,order-a3p8,display,Trial Number,Response,RT,Event,event_type,Triad No.,Domain,Event Type,RT.sd
children,113,age 7,7.805479452,Block B,BCA,Trial,10,0,1573.1,play with a wolf?,improbable,20,Conventional,Improbable,-0.5353731250050218
children,113,age 7,7.805479452,Block B,BCA,Trial,11,0,1134.7,open a window with their breath?,impossible,3,Physics,Impossible,-0.7646857646999591
children,113,age 7,7.805479452,Block B,BCA,Trial,12,0,1412.9,find a monkey in a closet?,improbable,13,Other,Improbable,-0.6191684828497502
children,113,age 7,7.805479452,Block B,BCA,Trial,13,1,1278.3,make their friend cry?,improbable,15,Moral,Improbable,-0.6895733215882051
children,113,age 7,7.805479452,Block B,BCA,Trial,14,0,2268.1,shake someone's hand with their mind?,impossible,18,Conventional,Impossible,-0.171841453955794
children,113,age 7,7.805479452,Block B,BCA,Trial,15,1,1619.5,unlock a door with a toothpick?,improbable,5,Physics,Improbable,-0.5111028091249007
children,113,age 7,7.805479452,Block B,BCA,Trial,16,0,1060,not eat for 100 days?,impossible,21,Biology,Impossible,-0.8037588809983438
children,113,age 7,7.805479452,Block B,BCA,Trial,17,1,2156.4,buy a large rock?,ordinary,14,Moral,Ordinary,-0.23026805489996477
children,113,age 7,7.805479452,Block B,BCA,Trial,18,1,2327.5,count all of the students in a room?,ordinary,6,Physics,Ordinary,-0.14077126509201823
children,113,age 7,7.805479452,Block B,BCA,Trial,19,0,1089.9,eat a rainbow for dessert?,impossible,12,Conventional,Impossible,-0.788119173135938
children,113,age 7,7.805479452,Block B,BCA,Trial,20,1,1557.8,be born with 2 feet?,ordinary,24,Biology,Ordinary,-0.5433760524396307
children,113,age 7,7.805479452,Block B,BCA,Trial,21,0,2287,eat a whole whale for dinner?,impossible,25,Biology,Impossible,-0.1619554847718653
children,113,age 7,7.805479452,Block B,BCA,Trial,22,1,1855.2,wait in line to go into the store?,ordinary,16,Moral,Ordinary,-0.38781588125971644
children,113,age 7,7.805479452,Block B,BCA,Trial,23,0,1619.6,wear shoes made out of light?,impossible,17,Conventional,Impossible,-0.5110505024096418
children,113,age 7,7.805479452,Block B,BCA,Trial,24,1,2607.1,live for 110 years?,improbable,22,Biology,Improbable,0.005478310771814965
children,113,age 7,7.805479452,Block B,BCA,Trial,25,1,1703.1,clean a car?,ordinary,8,Physics,Ordinary,-0.4673743951684756
children,113,age 7,7.805479452,Block B,BCA,Trial,26,1,1065.5,ride a cow?,improbable,11,Other,Improbable,-0.8008820116591052
children,113,age 7,7.805479452,Block C,BCA,Trial,1,0,2066.6,eat a planet?,impossible,19,Conventional,Impossible,-0.2772394852024406
children,113,age 7,7.805479452,Block C,BCA,Trial,2,1,888.6,paint polka dots on a wall?,ordinary,4,Physics,Ordinary,-0.893412590952067
children,113,age 7,7.805479452,Block C,BCA,Trial,3,1,1457.1,move a marble with their hand?,ordinary,1,Physics,Ordinary,-0.5960489147053246
children,113,age 7,7.805479452,Block C,BCA,Trial,4,1,1589.5,live for 60 years?,ordinary,22,Biology,Ordinary,-0.5267948237025651
children,113,age 7,7.805479452,Block C,BCA,Trial,5,0,1210.4,make their friend shrink?,impossible,15,Moral,Impossible,-0.7250895812489856
children,113,age 7,7.805479452,Block C,BCA,Trial,6,1,2753.3,turn an onion into onion juice?,improbable,9,Physics,Improbable,0.08195072848030015
children,113,age 7,7.805479452,Block C,BCA,Trial,7,0,1213.5,know the name of someone they just met?,ordinary,26,Other,Ordinary,-0.7234680730759604
children,113,age 7,7.805479452,Block C,BCA,Trial,8,1,1178.2,wear shoes made out of leather?,ordinary,17,Conventional,Ordinary,-0.7419323435623456
children,113,age 7,7.805479452,Block C,BCA,Trial,9,0,1106.9,have a lion as a pet?,improbable,10,Other,Improbable,-0.7792270315419282
children,113,age 7,7.805479452,Block C,BCA,Trial,10,1,1307,make a house out of bricks?,ordinary,7,Physics,Ordinary,-0.674561294308906
children,113,age 7,7.805479452,Block C,BCA,Trial,11,0,1592.7,find a unicorn in a closet?,impossible,13,Other,Impossible,-0.5251210088142809
children,113,age 7,7.805479452,Block C,BCA,Trial,12,1,1104.5,not eat for 10 days?,improbable,21,Biology,Improbable,-0.7804823927081415
children,113,age 7,7.805479452,Block C,BCA,Trial,13,0,2205.3,ride an ogre?,impossible,11,Other,Impossible,-0.20469007113837157
children,113,age 7,7.805479452,Block C,BCA,Trial,14,1,1384.6,steal a large rock?,improbable,14,Moral,Improbable,-0.6339712832680138
children,113,age 7,7.805479452,Block C,BCA,Trial,15,0,1513.2,clean a cloud?,impossible,8,Physics,Impossible,-0.5667048474450919
children,113,age 7,7.805479452,Block C,BCA,Trial,16,1,2898.5,cut the line to go into the store?,improbable,16,Moral,Improbable,0.1579000790361963
children,113,age 7,7.805479452,Block C,BCA,Trial,17,1,1237.8,walk through an open door?,ordinary,2,Physics,Ordinary,-0.7107575412680521
children,113,age 7,7.805479452,Block C,BCA,Trial,18,1,1770.3,open a window with their feet?,improbable,3,Physics,Improbable,-0.43222428251450706
children,113,age 7,7.805479452,Block C,BCA,Trial,19,0,2370.1,count all of the sand in the world?,impossible,6,Physics,Impossible,-0.11848860439173467
children,113,age 7,7.805479452,Block C,BCA,Trial,20,0,1211.6,stay awake for 5 years?,impossible,23,Biology,Impossible,-0.7244619006658791
children,113,age 7,7.805479452,Block C,BCA,Trial,21,0,2024.7,be born with 2 wings?,impossible,24,Biology,Impossible,-0.299155998895912
children,113,age 7,7.805479452,Block C,BCA,Trial,22,1,1669.4,shake someone's hand with their hand?,ordinary,18,Conventional,Ordinary,-0.4850017582107186
children,113,age 7,7.805479452,Block C,BCA,Trial,23,1,1598.5,eat a pickle for dessert?,improbable,12,Conventional,Improbable,-0.5220872193292658
children,113,age 7,7.805479452,Block C,BCA,Trial,24,1,936.6,play with a toy?,ordinary,20,Conventional,Ordinary,-0.8683053676278039
children,113,age 7,7.805479452,Block C,BCA,Trial,25,0,1526.2,unlock a door with their mind?,impossible,5,Physics,Impossible,-0.5599049744614373
children,113,age 7,7.805479452,Block C,BCA,Trial,26,1,2041.1,eat a whole turkey for dinner?,improbable,25,Biology,Improbable,-0.2905776975934555
children,114,age 7,7.156164384,Block A,CAB,Trial,1,1,975.4,turn an onion into onion slices?,ordinary,9,Physics,Ordinary,-0.8480103621073576
children,114,age 7,7.156164384,Block A,CAB,Trial,2,1,899.1,eat a whole sandwich for dinner?,ordinary,25,Biology,Ordinary,-0.8879203858498844
children,114,age 7,7.156164384,Block A,CAB,Trial,3,0,775.2,count all of the hairs on a dog?,improbable,6,Physics,Improbable,-0.9527284060556388
children,114,age 7,7.156164384,Block A,CAB,Trial,4,1,632.1,make their friend smile?,ordinary,15,Moral,Ordinary,-1.0275793155910986
children,114,age 7,7.156164384,Block A,CAB,Trial,5,0,1185.1,magically appear into the store?,impossible,16,Moral,Impossible,-0.7383231802094828
children,114,age 7,7.156164384,Block A,CAB,Trial,6,0,1620.4,live for 1000 years?,impossible,22,Biology,Impossible,-0.5106320486875706
children,114,age 7,7.156164384,Block A,CAB,Trial,7,0,2413.6,clean a road?,improbable,8,Physics,Improbable,-0.09573518325412113
children,114,age 7,7.156164384,Block A,CAB,Trial,8,1,786.9,eat a brownie for dessert?,ordinary,12,Conventional,Ordinary,-0.9466085203703496
children,114,age 7,7.156164384,Block A,CAB,Trial,9,0,694.5,have the moon as a pet?,impossible,10,Other,Impossible,-0.9949399252695563
children,114,age 7,7.156164384,Block A,CAB,Trial,10,0,1681.1,make a house out of gas?,impossible,7,Physics,Impossible,-0.4788818725254296
children,114,age 7,7.156164384,Block A,CAB,Trial,11,1,1136.3,ride a horse?,ordinary,11,Other,Ordinary,-0.7638488572558171
children,114,age 7,7.156164384,Block A,CAB,Trial,12,0,1167.3,stay awake for 5 days?,improbable,23,Biology,Improbable,-0.7476337755255638
children,114,age 7,7.156164384,Block A,CAB,Trial,13,1,1156.2,shake someone's hand with their mouth?,improbable,18,Conventional,Improbable,-0.7534398209192995
children,114,age 7,7.156164384,Block A,CAB,Trial,14,0,1129.3,wear shoes made out of stone?,improbable,17,Conventional,Improbable,-0.7675103273239388
children,114,age 7,7.156164384,Block A,CAB,Trial,15,1,1350.1,open a window with their hand?,ordinary,3,Physics,Ordinary,-0.652017100032328
children,114,age 7,7.156164384,Block A,CAB,Trial,16,1,1308.2,not eat for 1 hour?,ordinary,21,Biology,Ordinary,-0.6739336137257994
children,114,age 7,7.156164384,Block A,CAB,Trial,17,1,807.6,unlock a door with a doorkey?,ordinary,5,Physics,Ordinary,-0.9357810303117612
children,114,age 7,7.156164384,Block A,CAB,Trial,18,0,926.5,move a marble with their mind?,impossible,1,Physics,Impossible,-0.8735883458689508
children,114,age 7,7.156164384,Block A,CAB,Trial,19,0,2036.6,walk through a hot fire?,improbable,2,Physics,Improbable,-0.29293149978010513
children,114,age 7,7.156164384,Block A,CAB,Trial,20,0,1548.9,be born with 12 toes?,improbable,24,Biology,Improbable,-0.5480313500976711
children,114,age 7,7.156164384,Block A,CAB,Trial,21,1,1567.2,play with magic?,impossible,20,Conventional,Impossible,-0.5384592212052958
children,114,age 7,7.156164384,Block A,CAB,Trial,22,0,1055.3,eat a large rock?,impossible,14,Moral,Impossible,-0.8062172966155112
children,114,age 7,7.156164384,Block A,CAB,Trial,23,0,1004.6,eat an insect?,improbable,19,Conventional,Improbable,-0.8327368012517643
children,114,age 7,7.156164384,Block A,CAB,Trial,24,0,872.2,know the names of everyone in the world?,impossible,26,Other,Impossible,-0.9019908922545236
children,114,age 7,7.156164384,Block A,CAB,Trial,25,0,889.2,paint polka dots on a plane?,improbable,4,Physics,Improbable,-0.8930987506605137
children,114,age 7,7.156164384,Block A,CAB,Trial,26,1,763.2,find a sweater in a closet?,ordinary,13,Other,Ordinary,-0.9590052118867046
children,114,age 7,7.156164384,Block B,CAB,Trial,1,0,1638,not eat for 100 days?,impossible,21,Biology,Impossible,-0.5014260668020075
children,114,age 7,7.156164384,Block B,CAB,Trial,2,1,743.8,have a cat as a pet?,ordinary,10,Other,Ordinary,-0.9691527146469278
children,114,age 7,7.156164384,Block B,CAB,Trial,3,0,973,walk through a brick wall?,impossible,2,Physics,Impossible,-0.8492657232735709
children,114,age 7,7.156164384,Block B,CAB,Trial,4,0,1747.5,eat a whole whale for dinner?,impossible,25,Biology,Impossible,-0.4441502135935321
children,114,age 7,7.156164384,Block B,CAB,Trial,5,0,1328.4,shake someone's hand with their mind?,impossible,18,Conventional,Impossible,-0.6633676572435052
children,114,age 7,7.156164384,Block B,CAB,Trial,6,0,1685,play with a wolf?,improbable,20,Conventional,Improbable,-0.47684191063033315
children,114,age 7,7.156164384,Block B,CAB,Trial,7,1,712.8,know the names of everyone they ever met?,improbable,26,Other,Improbable,-0.9853677963771811
children,114,age 7,7.156164384,Block B,CAB,Trial,8,1,603.7,wait in line to go into the store?,ordinary,16,Moral,Ordinary,-1.042434422724621
children,114,age 7,7.156164384,Block B,CAB,Trial,9,0,1000.8,open a window with their breath?,impossible,3,Physics,Impossible,-0.8347244564316018
children,114,age 7,7.156164384,Block B,CAB,Trial,10,1,902.7,eat a lollipop?,ordinary,19,Conventional,Ordinary,-0.8860373441005647
children,114,age 7,7.156164384,Block B,CAB,Trial,11,1,2162.5,buy a large rock?,ordinary,14,Moral,Ordinary,-0.22707734526917303
children,114,age 7,7.156164384,Block B,CAB,Trial,12,1,1050.7,count all of the students in a room?,ordinary,6,Physics,Ordinary,-0.8086234055174197
children,114,age 7,7.156164384,Block B,CAB,Trial,13,1,1089.4,be born with 2 feet?,ordinary,24,Biology,Ordinary,-0.7883807067122325
children,114,age 7,7.156164384,Block B,CAB,Trial,14,1,782.4,clean a car?,ordinary,8,Physics,Ordinary,-0.9489623225569993
children,114,age 7,7.156164384,Block B,CAB,Trial,15,0,1388.6,make a house out of grass?,improbable,7,Physics,Improbable,-0.6318790146576585
children,114,age 7,7.156164384,Block B,CAB,Trial,16,1,1476,stay awake for 5 hours?,ordinary,23,Biology,Ordinary,-0.5861629455213959
children,114,age 7,7.156164384,Block B,CAB,Trial,17,0,872.8,turn an onion into apple juice?,impossible,9,Physics,Impossible,-0.9016770519629703
children,114,age 7,7.156164384,Block B,CAB,Trial,18,0,1606.4,eat a rainbow for dessert?,impossible,12,Conventional,Impossible,-0.5179549888238141
children,114,age 7,7.156164384,Block B,CAB,Trial,19,1,1691.3,ride a cow?,improbable,11,Other,Improbable,-0.4735465875690236
children,114,age 7,7.156164384,Block B,CAB,Trial,20,0,959.3,paint polka dots on a cloud?,impossible,4,Physics,Impossible,-0.8564317432640377
children,114,age 7,7.156164384,Block B,CAB,Trial,21,0,906.7,move a marble with their breath?,improbable,1,Physics,Improbable,-0.8839450754902094
children,114,age 7,7.156164384,Block B,CAB,Trial,22,0,1245.4,wear shoes made out of light?,impossible,17,Conventional,Impossible,-0.706782230908377
children,114,age 7,7.156164384,Block B,CAB,Trial,23,0,645.4,live for 110 years?,improbable,22,Biology,Improbable,-1.0206225224616672
children,114,age 7,7.156164384,Block B,CAB,Trial,24,0,1799.4,unlock a door with a toothpick?,improbable,5,Physics,Improbable,-0.4170030283741724
children,114,age 7,7.156164384,Block B,CAB,Trial,25,0,1356.2,find a monkey in a closet?,improbable,13,Other,Improbable,-0.6488263904015361
children,114,age 7,7.156164384,Block B,CAB,Trial,26,1,640.9,make their friend cry?,improbable,15,Moral,Improbable,-1.022976324648317
children,114,age 7,7.156164384,Block C,CAB,Trial,1,0,1256.3,unlock a door with their mind?,impossible,5,Physics,Impossible,-0.701080798945159
children,114,age 7,7.156164384,Block C,CAB,Trial,2,1,1911.3,live for 60 years?,ordinary,22,Biology,Ordinary,-0.35847181399948386
children,114,age 7,7.156164384,Block C,CAB,Trial,3,0,1161.8,eat a whole turkey for dinner?,improbable,25,Biology,Improbable,-0.7505106448648022
children,114,age 7,7.156164384,Block C,CAB,Trial,4,1,1567.8,open a window with their feet?,improbable,3,Physics,Improbable,-0.5381453809137425
children,114,age 7,7.156164384,Block C,CAB,Trial,5,1,1345.8,know the name of someone they just met?,ordinary,26,Other,Ordinary,-0.6542662887884599
children,114,age 7,7.156164384,Block C,CAB,Trial,6,0,1188.4,clean a cloud?,impossible,8,Physics,Impossible,-0.7365970586059396
children,114,age 7,7.156164384,Block C,CAB,Trial,7,1,1518.9,walk through an open door?,ordinary,2,Physics,Ordinary,-0.5637233646753356
children,114,age 7,7.156164384,Block C,CAB,Trial,8,0,958.5,be born with 2 wings?,impossible,24,Biology,Impossible,-0.8568501969861086
children,114,age 7,7.156164384,Block C,CAB,Trial,9,1,817.1,paint polka dots on a wall?,ordinary,4,Physics,Ordinary,-0.9308118923621674
children,114,age 7,7.156164384,Block C,CAB,Trial,10,1,6862.6,not eat for 10 days?,improbable,21,Biology,Improbable,2.2313905786135257
children,114,age 7,7.156164384,Block C,CAB,Trial,11,1,2649.4,wear shoes made out of leather?,ordinary,17,Conventional,Ordinary,0.02760405132632202
children,114,age 7,7.156164384,Block C,CAB,Trial,12,0,1682.2,ride an ogre?,impossible,11,Other,Impossible,-0.4783064986575818
children,114,age 7,7.156164384,Block C,CAB,Trial,13,1,766.9,make a house out of bricks?,ordinary,7,Physics,Ordinary,-0.957069863422126
children,114,age 7,7.156164384,Block C,CAB,Trial,14,1,1212,eat a pickle for dessert?,improbable,12,Conventional,Improbable,-0.7242526738048436
children,114,age 7,7.156164384,Block C,CAB,Trial,15,1,1087.1,move a marble with their hand?,ordinary,1,Physics,Ordinary,-0.7895837611631868
children,114,age 7,7.156164384,Block C,CAB,Trial,16,0,739.9,have a lion as a pet?,improbable,10,Other,Improbable,-0.971192676542024
children,114,age 7,7.156164384,Block C,CAB,Trial,17,1,657.8,play with a toy?,ordinary,20,Conventional,Ordinary,-1.014136489769566
children,114,age 7,7.156164384,Block C,CAB,Trial,18,0,889.5,eat a planet?,impossible,19,Conventional,Impossible,-0.8929418305147371
children,114,age 7,7.156164384,Block C,CAB,Trial,19,1,1112.9,steal a large rock?,improbable,14,Moral,Improbable,-0.7760886286263953
children,114,age 7,7.156164384,Block C,CAB,Trial,20,0,1641,count all of the sand in the world?,impossible,6,Physics,Impossible,-0.49985686534424106
children,114,age 7,7.156164384,Block C,CAB,Trial,21,0,1473.9,find a unicorn in a closet?,impossible,13,Other,Impossible,-0.5872613865418324
children,114,age 7,7.156164384,Block C,CAB,Trial,22,0,1267.6,stay awake for 5 years?,impossible,23,Biology,Impossible,-0.6951701401209054
children,114,age 7,7.156164384,Block C,CAB,Trial,23,0,2506.8,cut the line to go into the store?,improbable,16,Moral,Improbable,-0.04698532463284324
children,114,age 7,7.156164384,Block C,CAB,Trial,24,0,3008.8,turn an onion into onion juice?,improbable,9,Physics,Improbable,0.2155943859667429
children,114,age 7,7.156164384,Block C,CAB,Trial,25,1,1428.1,shake someone's hand with their hand?,ordinary,18,Conventional,Ordinary,-0.6112178621304003
children,114,age 7,7.156164384,Block C,CAB,Trial,26,0,731.5,make their friend shrink?,impossible,15,Moral,Impossible,-0.9755864406237701
children,115,age 7,7.578082192,Block A,CAB,Trial,1,1,1911.135,open a window with their hand?,ordinary,3,Physics,Ordinary,-0.35855812007966104
children,115,age 7,7.578082192,Block A,CAB,Trial,2,0,2434.26,know the names of everyone in the world?,impossible,26,Other,Impossible,-0.084928615881636
children,115,age 7,7.578082192,Block A,CAB,Trial,3,0,5376.075,stay awake for 5 days?,improbable,23,Biology,Improbable,1.4538381796114344
children,115,age 7,7.578082192,Block A,CAB,Trial,4,0,1952.16,shake someone's hand with their mouth?,improbable,18,Conventional,Improbable,-0.33709929014470474
children,115,age 7,7.578082192,Block A,CAB,Trial,5,1,1764.81,ride a horse?,ordinary,11,Other,Ordinary,-0.4350959211822197
children,115,age 7,7.578082192,Block A,CAB,Trial,6,1,3038.715,clean a road?,improbable,8,Physics,Improbable,0.23124193983643734
